task_id,scenario_id,seed,method_id,truth_level,success,failure_code,fallback_triggered,fallback_mode,repair_hint,steps,max_position_error_m,max_attitude_error_rad,max_viewpoint_error_rad,min_clearance_m,min_safety_margin_m,terminal_soc,max_energy_rate_w,max_command_age_steps,safety_intervention_count,mean_delta_u_l2,run_dir
T2_dynamic_obstacle,T2_dynamic_obstacle_seed1,1,Ours_SEFF_local_continue,synthetic_trace_smoke,True,NONE,False,none,none,163,11.4,0.0,0.0,1.996772,0.996772,0.668134,165.0,0,97,1.7852760736196318,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed1__Ours_SEFF_local_continue
T2_dynamic_obstacle,T2_dynamic_obstacle_seed1,1,Ours_TE_SEFF_rule,synthetic_trace_smoke,True,NONE,False,none,none,157,11.4,0.0,0.0,1.989442,0.989442,0.672657,165.0,0,156,1.8535031847133758,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed1__Ours_TE_SEFF_rule
T2_dynamic_obstacle,T2_dynamic_obstacle_seed2,2,B0_pid_pose,synthetic_trace_smoke,True,NONE,False,none,none,104,12.6,0.0,0.0,1.28363,0.28363,0.688937,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed2__B0_pid_pose
T2_dynamic_obstacle,T2_dynamic_obstacle_seed2,2,B1_tracking_mpc,synthetic_trace_smoke,True,NONE,False,none,none,70,12.6,0.0,0.0,1.557659,0.557659,0.711911,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed2__B1_tracking_mpc
T2_dynamic_obstacle,T2_dynamic_obstacle_seed2,2,B3_mpc_cbf,synthetic_trace_smoke,True,NONE,False,none,none,164,12.6,0.0,0.0,1.96075,0.96075,0.66372,165.0,0,94,1.7195121951219512,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed2__B3_mpc_cbf
T2_dynamic_obstacle,T2_dynamic_obstacle_seed2,2,Ours_SEFF_pose,synthetic_trace_smoke,True,NONE,False,none,none,164,12.6,0.0,0.0,1.96075,0.96075,0.661934,165.0,0,94,1.7195121951219512,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed2__Ours_SEFF_pose
T2_dynamic_obstacle,T2_dynamic_obstacle_seed2,2,Ours_SEFF_local_continue,synthetic_trace_smoke,True,NONE,False,none,none,164,12.6,0.0,0.0,1.96075,0.96075,0.661934,165.0,0,94,1.7195121951219512,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed2__Ours_SEFF_local_continue
T2_dynamic_obstacle,T2_dynamic_obstacle_seed2,2,Ours_TE_SEFF_rule,synthetic_trace_smoke,True,NONE,False,none,none,158,12.6,0.0,0.0,1.96075,0.96075,0.666637,165.0,0,157,1.7848101265822784,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed2__Ours_TE_SEFF_rule
T2_dynamic_obstacle,T2_dynamic_obstacle_seed3,3,B0_pid_pose,synthetic_trace_smoke,False,DYN_FEASIBILITY_VIOLATION,False,none,slow_down_split_waypoint_or_extend_horizon,101,11.8,0.0,0.0,0.141623,-0.858377,0.694469,165.0,0,19,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed3__B0_pid_pose
T2_dynamic_obstacle,T2_dynamic_obstacle_seed3,3,B1_tracking_mpc,synthetic_trace_smoke,False,DYN_FEASIBILITY_VIOLATION,False,none,slow_down_split_waypoint_or_extend_horizon,68,11.8,0.0,0.0,0.378967,-0.621033,0.716417,165.0,0,10,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed3__B1_tracking_mpc
T2_dynamic_obstacle,T2_dynamic_obstacle_seed3,3,B3_mpc_cbf,synthetic_trace_smoke,True,NONE,False,none,none,145,11.8,0.0,0.0,1.963961,0.963961,0.676804,165.0,0,77,1.5931034482758621,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed3__B3_mpc_cbf
T2_dynamic_obstacle,T2_dynamic_obstacle_seed3,3,Ours_SEFF_pose,synthetic_trace_smoke,True,NONE,False,none,none,145,11.8,0.0,0.0,1.963961,0.963961,0.675134,165.0,0,77,1.5931034482758621,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed3__Ours_SEFF_pose
T2_dynamic_obstacle,T2_dynamic_obstacle_seed3,3,Ours_SEFF_local_continue,synthetic_trace_smoke,True,NONE,False,none,none,145,11.8,0.0,0.0,1.963961,0.963961,0.675134,165.0,0,77,1.5931034482758621,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed3__Ours_SEFF_local_continue
T2_dynamic_obstacle,T2_dynamic_obstacle_seed3,3,Ours_TE_SEFF_rule,synthetic_trace_smoke,True,NONE,False,none,none,138,11.8,0.0,0.0,1.963961,0.963961,0.680372,165.0,0,137,1.673913043478261,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed3__Ours_TE_SEFF_rule
T2_dynamic_obstacle,T2_dynamic_obstacle_seed4,4,B0_pid_pose,synthetic_trace_smoke,True,NONE,False,none,none,103,12.4,0.0,0.0,1.695599,0.695599,0.690469,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed4__B0_pid_pose
T2_dynamic_obstacle,T2_dynamic_obstacle_seed4,4,B1_tracking_mpc,synthetic_trace_smoke,True,NONE,False,none,none,70,12.4,0.0,0.0,1.956347,0.956347,0.712717,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed4__B1_tracking_mpc
T2_dynamic_obstacle,T2_dynamic_obstacle_seed4,4,B3_mpc_cbf,synthetic_trace_smoke,True,NONE,False,none,none,200,12.4,0.0,0.0,1.992041,0.992041,0.646544,165.0,0,130,1.95,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed4__B3_mpc_cbf
T2_dynamic_obstacle,T2_dynamic_obstacle_seed4,4,Ours_SEFF_pose,synthetic_trace_smoke,True,NONE,False,none,none,200,12.4,0.0,0.0,1.992041,0.992041,0.644784,165.0,0,130,1.95,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed4__Ours_SEFF_pose
T2_dynamic_obstacle,T2_dynamic_obstacle_seed4,4,Ours_SEFF_local_continue,synthetic_trace_smoke,True,NONE,False,none,none,200,12.4,0.0,0.0,1.992041,0.992041,0.644784,165.0,0,130,1.95,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed4__Ours_SEFF_local_continue
T2_dynamic_obstacle,T2_dynamic_obstacle_seed4,4,Ours_TE_SEFF_rule,synthetic_trace_smoke,True,NONE,False,none,none,193,12.4,0.0,0.0,1.992041,0.992041,0.650112,165.0,0,192,2.0207253886010363,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T2_dynamic_obstacle_seed4__Ours_TE_SEFF_rule
T3_obstacle_blockage,T3_obstacle_blockage_seed0,0,B0_pid_pose,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,False,none,wait_or_reroute_waypoint,95,10.0,0.0,0.0,-0.546238,-1.546238,0.706464,160.0,0,17,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed0__B0_pid_pose
T3_obstacle_blockage,T3_obstacle_blockage_seed0,0,B1_tracking_mpc,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,False,none,wait_or_reroute_waypoint,62,10.0,0.0,0.0,0.931642,-0.068358,0.727517,165.0,0,1,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed0__B1_tracking_mpc
T3_obstacle_blockage,T3_obstacle_blockage_seed0,0,B3_mpc_cbf,synthetic_trace_smoke,False,DYN_FEASIBILITY_VIOLATION,False,none,slow_down_split_waypoint_or_extend_horizon,220,10.0,0.0,0.0,1.5,0.5,0.68034,165.0,0,213,2.9045454545454548,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed0__B3_mpc_cbf
T3_obstacle_blockage,T3_obstacle_blockage_seed0,0,Ours_SEFF_pose,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,True,hover,wait_or_reroute_waypoint,15,10.0,0.0,0.0,,,0.773226,165.0,0,1,0.17510879999999998,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed0__Ours_SEFF_pose
T3_obstacle_blockage,T3_obstacle_blockage_seed0,0,Ours_SEFF_local_continue,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,True,hover,wait_or_reroute_waypoint,15,10.0,0.0,0.0,,,0.773226,165.0,0,1,0.17510879999999998,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed0__Ours_SEFF_local_continue
T3_obstacle_blockage,T3_obstacle_blockage_seed0,0,Ours_TE_SEFF_rule,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,True,hover,wait_or_reroute_waypoint,18,10.0,0.0,0.0,,,0.768237,165.0,0,1,0.14279405555555555,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed0__Ours_TE_SEFF_rule
T3_obstacle_blockage,T3_obstacle_blockage_seed1,1,B0_pid_pose,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,False,none,wait_or_reroute_waypoint,95,10.0,0.0,0.0,-1.414976,-2.414976,0.706464,160.0,0,27,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed1__B0_pid_pose
T3_obstacle_blockage,T3_obstacle_blockage_seed1,1,B1_tracking_mpc,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,False,none,wait_or_reroute_waypoint,62,10.0,0.0,0.0,0.036387,-0.963613,0.727517,165.0,0,9,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed1__B1_tracking_mpc
T3_obstacle_blockage,T3_obstacle_blockage_seed1,1,B3_mpc_cbf,synthetic_trace_smoke,False,DYN_FEASIBILITY_VIOLATION,False,none,slow_down_split_waypoint_or_extend_horizon,220,10.0,0.0,0.0,1.7,0.7,0.68034,165.0,0,213,2.9045454545454548,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed1__B3_mpc_cbf
T3_obstacle_blockage,T3_obstacle_blockage_seed1,1,Ours_SEFF_pose,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,True,hover,wait_or_reroute_waypoint,10,10.0,0.0,0.0,,,0.782675,165.0,0,1,0.3,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed1__Ours_SEFF_pose
T3_obstacle_blockage,T3_obstacle_blockage_seed1,1,Ours_SEFF_local_continue,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,True,hover,wait_or_reroute_waypoint,10,10.0,0.0,0.0,,,0.782675,165.0,0,1,0.3,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed1__Ours_SEFF_local_continue
T3_obstacle_blockage,T3_obstacle_blockage_seed1,1,Ours_TE_SEFF_rule,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,True,hover,wait_or_reroute_waypoint,10,10.0,0.0,0.0,,,0.78308,165.0,0,1,0.3,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed1__Ours_TE_SEFF_rule
T3_obstacle_blockage,T3_obstacle_blockage_seed2,2,B0_pid_pose,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,False,none,wait_or_reroute_waypoint,95,10.0,0.0,0.0,-0.895037,-1.895037,0.706464,160.0,0,19,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed2__B0_pid_pose
T3_obstacle_blockage,T3_obstacle_blockage_seed2,2,B1_tracking_mpc,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,False,none,wait_or_reroute_waypoint,62,10.0,0.0,0.0,0.542028,-0.457972,0.727517,165.0,0,4,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed2__B1_tracking_mpc
T3_obstacle_blockage,T3_obstacle_blockage_seed2,2,B3_mpc_cbf,synthetic_trace_smoke,False,DYN_FEASIBILITY_VIOLATION,False,none,slow_down_split_waypoint_or_extend_horizon,220,10.0,0.0,0.0,1.55,0.55,0.6831,165.0,0,215,2.9318181818181817,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed2__B3_mpc_cbf
T3_obstacle_blockage,T3_obstacle_blockage_seed2,2,Ours_SEFF_pose,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,True,hover,wait_or_reroute_waypoint,9,10.0,0.0,0.0,,,0.7846,165.0,0,1,0.3333333333333333,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed2__Ours_SEFF_pose
T3_obstacle_blockage,T3_obstacle_blockage_seed2,2,Ours_SEFF_local_continue,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,True,hover,wait_or_reroute_waypoint,9,10.0,0.0,0.0,,,0.7846,165.0,0,1,0.3333333333333333,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed2__Ours_SEFF_local_continue
T3_obstacle_blockage,T3_obstacle_blockage_seed2,2,Ours_TE_SEFF_rule,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,True,hover,wait_or_reroute_waypoint,9,10.0,0.0,0.0,,,0.78496,165.0,0,1,0.3333333333333333,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed2__Ours_TE_SEFF_rule
T3_obstacle_blockage,T3_obstacle_blockage_seed3,3,B0_pid_pose,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,False,none,wait_or_reroute_waypoint,95,10.0,0.0,0.0,-1.418556,-2.418556,0.706464,160.0,0,33,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed3__B0_pid_pose
T3_obstacle_blockage,T3_obstacle_blockage_seed3,3,B1_tracking_mpc,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,False,none,wait_or_reroute_waypoint,62,10.0,0.0,0.0,-0.547417,-1.547417,0.727517,165.0,0,13,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed3__B1_tracking_mpc
T3_obstacle_blockage,T3_obstacle_blockage_seed3,3,B3_mpc_cbf,synthetic_trace_smoke,False,DYN_FEASIBILITY_VIOLATION,False,none,slow_down_split_waypoint_or_extend_horizon,220,10.0,0.0,0.0,2.27,1.27,0.68172,165.0,0,214,2.918181818181818,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed3__B3_mpc_cbf
T3_obstacle_blockage,T3_obstacle_blockage_seed3,3,Ours_SEFF_pose,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,True,hover,wait_or_reroute_waypoint,7,10.0,0.0,0.0,,,0.78845,165.0,0,1,0.42857142857142855,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed3__Ours_SEFF_pose
T3_obstacle_blockage,T3_obstacle_blockage_seed3,3,Ours_SEFF_local_continue,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,True,hover,wait_or_reroute_waypoint,7,10.0,0.0,0.0,,,0.78845,165.0,0,1,0.42857142857142855,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed3__Ours_SEFF_local_continue
T3_obstacle_blockage,T3_obstacle_blockage_seed3,3,Ours_TE_SEFF_rule,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,True,hover,wait_or_reroute_waypoint,7,10.0,0.0,0.0,,,0.78872,165.0,0,1,0.42857142857142855,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed3__Ours_TE_SEFF_rule
T3_obstacle_blockage,T3_obstacle_blockage_seed4,4,B0_pid_pose,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,False,none,wait_or_reroute_waypoint,95,10.0,0.0,0.0,-0.387299,-1.387299,0.706464,160.0,0,16,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed4__B0_pid_pose
T3_obstacle_blockage,T3_obstacle_blockage_seed4,4,B1_tracking_mpc,synthetic_trace_smoke,True,NONE,False,none,none,62,10.0,0.0,0.0,1.096391,0.096391,0.727517,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed4__B1_tracking_mpc
T3_obstacle_blockage,T3_obstacle_blockage_seed4,4,B3_mpc_cbf,synthetic_trace_smoke,False,DYN_FEASIBILITY_VIOLATION,False,none,slow_down_split_waypoint_or_extend_horizon,220,10.0,0.0,0.0,1.73,0.73,0.6831,165.0,0,215,2.9318181818181817,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed4__B3_mpc_cbf
T3_obstacle_blockage,T3_obstacle_blockage_seed4,4,Ours_SEFF_pose,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,True,hover,wait_or_reroute_waypoint,18,10.0,0.0,0.0,,,0.768149,165.0,0,1,0.12709744444444446,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed4__Ours_SEFF_pose
T3_obstacle_blockage,T3_obstacle_blockage_seed4,4,Ours_SEFF_local_continue,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,True,hover,wait_or_reroute_waypoint,18,10.0,0.0,0.0,,,0.768149,165.0,0,1,0.12709744444444446,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed4__Ours_SEFF_local_continue
T3_obstacle_blockage,T3_obstacle_blockage_seed4,4,Ours_TE_SEFF_rule,synthetic_trace_smoke,False,DYN_OBS_BLOCKED,True,hover,wait_or_reroute_waypoint,21,10.0,0.0,0.0,,,0.763371,165.0,0,1,0.10427695238095239,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T3_obstacle_blockage_seed4__Ours_TE_SEFF_rule
T4_low_energy,T4_low_energy_seed0,0,B0_pid_pose,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,False,none,return_home_or_shorten_task,104,14.0,0.0,0.0,,,0.162423,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed0__B0_pid_pose
T4_low_energy,T4_low_energy_seed0,0,B1_tracking_mpc,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,False,none,return_home_or_shorten_task,72,14.0,0.0,0.0,,,0.185018,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed0__B1_tracking_mpc
T4_low_energy,T4_low_energy_seed0,0,B3_mpc_cbf,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,False,none,return_home_or_shorten_task,72,14.0,0.0,0.0,,,0.183696,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed0__B3_mpc_cbf
T4_low_energy,T4_low_energy_seed0,0,Ours_SEFF_pose,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,True,return_home,return_home_or_shorten_task,1,14.0,0.0,0.0,,,0.28,90.0,0,1,3.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed0__Ours_SEFF_pose
T4_low_energy,T4_low_energy_seed0,0,Ours_SEFF_local_continue,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,True,return_home,return_home_or_shorten_task,1,14.0,0.0,0.0,,,0.28,90.0,0,1,3.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed0__Ours_SEFF_local_continue
T4_low_energy,T4_low_energy_seed0,0,Ours_TE_SEFF_rule,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,True,return_home,return_home_or_shorten_task,1,14.0,0.0,0.0,,,0.28,90.0,0,1,3.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed0__Ours_TE_SEFF_rule
T4_low_energy,T4_low_energy_seed1,1,B0_pid_pose,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,False,none,return_home_or_shorten_task,109,15.5,0.0,0.0,,,0.172423,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed1__B0_pid_pose
T4_low_energy,T4_low_energy_seed1,1,B1_tracking_mpc,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,False,none,return_home_or_shorten_task,77,15.5,0.0,0.0,,,0.195768,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed1__B1_tracking_mpc
T4_low_energy,T4_low_energy_seed1,1,B3_mpc_cbf,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,False,none,return_home_or_shorten_task,77,15.5,0.0,0.0,,,0.194296,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed1__B3_mpc_cbf
T4_low_energy,T4_low_energy_seed1,1,Ours_SEFF_pose,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,True,return_home,return_home_or_shorten_task,1,15.5,0.0,0.0,,,0.3,90.0,0,1,3.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed1__Ours_SEFF_pose
T4_low_energy,T4_low_energy_seed1,1,Ours_SEFF_local_continue,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,True,return_home,return_home_or_shorten_task,1,15.5,0.0,0.0,,,0.3,90.0,0,1,3.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed1__Ours_SEFF_local_continue
